year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brands,car_names,variants,insurance
2017,760000,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza VDi Option,Third Party
2015,416000,80000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8 bhp,5.0,Volkswagen,Polo,1.5 TDI Comfortline,Comprehensive
2011,195000,120000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R LXI BSIII,Third Party
2017,325000,23000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 VXI,Comprehensive
2010,145000,70000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,5.0,Maruti,Alto,K10 LXI,Comprehensive
2018,675000,23000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Third Party
2016,340000,30000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI Optional,Comprehensive
2011,340000,50000,Diesel,Individual,Manual,First Owner,19.0 kmpl,1248 CC,90 bhp,5.0,Tata,Manza,Aura Plus Quadrajet BS IV,Third Party
2014,260000,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,5.0,Maruti,Omni,MPI STD BSIV,Comprehensive
2015,300000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Comprehensive
2007,75000,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,AC,Third Party
2011,350000,80000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,5.0,Tata,Indica,Vista TDI LX,Comprehensive
2010,170000,150000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,5.0,Tata,Manza,Aura (ABS) Quadrajet BS IV,Third Party
2018,600000,40000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire Tour S CNG,Comprehensive
2010,800000,25000,Petrol,Individual,Automatic,First Owner,16.8 kmpl,1497 CC,118 bhp,5.0,Honda,City,1.5 V AT,Comprehensive
2018,850000,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2650 CC,80.84 bhp,7.0,Force,One,EX,Third Party
2014,980000,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W6 2WD,Comprehensive
2011,850000,298000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,7.0,Ford,Endeavour,2.5L 4X2,Third Party
2012,340000,270000,Diesel,Individual,Manual,Third Owner,14.07 kmpl,2956 CC,68.4 bhp,7.0,Tata,Sumo,Gold GX BSIII,Comprehensive
2018,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi AMT,Comprehensive
2010,310000,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire VDi,Third Party
2013,600000,60000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.8 bhp,7.0,Maruti,Ertiga,ZDI,Comprehensive
2008,270000,149000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire ZDi,Third Party
2019,509999,5000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5.0,Hyundai,Santro,Sportz BSIV,Comprehensive
2013,225000,70000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,5.0,Tata,Indica,Vista TDI LX,Comprehensive
2015,280000,55000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Magna,Third Party
2016,490000,100000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5.0,Tata,Tiago,1.05 Revotorq XZ WO Alloy,Comprehensive
2013,440000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,9.0,Mahindra,Bolero,2011-2019 Plus AC,Third Party
2014,500000,291977,Diesel,Individual,Manual,First Owner,14.0 kmpl,2179 CC,138.1 bhp,7.0,Tata,Safari,Storme EX,Comprehensive
2005,476999,85000,Petrol,Individual,Manual,Third Owner,11.1 kmpl,2354 CC,158.8 bhp,5.0,Honda,CR-V,2.4L 4WD,Comprehensive
2015,590000,70000,Petrol,Individual,Manual,Third Owner,17.19 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,i20,Active 1.2 S,Third Party
2010,500000,120000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,7.0,Ford,Endeavour,2.5L 4X2 MT,Comprehensive
2015,600000,40000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0,Ford,EcoSport,1.5 TDCi Titanium BSIV,Third Party
2016,750000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7.0,Mahindra,Scorpio,1.99 S4,Comprehensive
2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59 kmpl,1995 CC,187.74 bhp,5.0,BMW,3,Series 320d GT Luxury Line,Comprehensive
2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,5.0,BMW,5,Series 520d Luxury Line,Third Party
2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,5.0,Volkswagen,Polo,1.5 TDI Comfortline,Comprehensive
2018,690000,52200,Diesel,Dealer,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI Optional,Third Party
2016,409999,78000,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0,Hyundai,Grand,i10 1.2 CRDi Magna,Comprehensive
2020,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67 bhp,5.0,Tata,Harrier,XZ Plus,Comprehensive
2016,2375000,30000,Diesel,Dealer,Automatic,First Owner,15.73 kmpl,1968 CC,174.33 bhp,5.0,Audi,Q3,2.0 TDI Quattro Premium Plus,Third Party
2017,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz,Comprehensive
2019,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3 kmpl,1956 CC,170.63 bhp,5.0,Jeep,Compass,2.0 Limited Plus 4X4,Third Party
2013,540000,60000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 2WD,Comprehensive
2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55 kmpl,2982 CC,168.5 bhp,7.0,Toyota,Fortuner,4x4 AT,Comprehensive
2016,1000000,112000,Diesel,Dealer,Manual,Second Owner,15.4 kmpl,1997 CC,120 bhp,7.0,Mahindra,Scorpio,1.99 S10 4WD,Third Party
2018,2900000,15000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,5.0,Audi,A4,35 TDI Premium Plus,Comprehensive
2017,725000,40000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 mHAWK100 T8,Third Party
2018,975000,36000,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.50 bhp,5.0,Maruti,Ciaz,Alpha Diesel,Comprehensive
2016,355000,60000,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5.0,Maruti,Wagon,R VXI,Comprehensive
2008,400000,120000,Petrol,Individual,Manual,First Owner,11.1 kmpl,2354 CC,158.8 bhp,5.0,Honda,CR-V,2.4L 4WD MT,Third Party
2015,265000,48000,Petrol,Dealer,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 VXI BSIV,Comprehensive
2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,5.0,Volkswagen,Polo,2015-2019 1.5 TDI Highline Plus,Third Party
2017,720000,60000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,1.3 Alpha,Comprehensive
2016,850000,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Verna,1.6 VTVT S,Comprehensive
2015,290000,42000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0,Maruti,Alto,K10 VXI,Third Party
2010,1200000,35000,Petrol,Individual,Automatic,Second Owner,10.93 kmpl,2497 CC,204 bhp,5.0,Mercedes-Benz,E-Class,E 250 Elegance,Comprehensive
2016,600000,90000,Diesel,Individual,Automatic,Second Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T8 AMT,Third Party
2011,300000,90000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Ritz,VDi,Comprehensive
2012,225000,110000,Diesel,Individual,Manual,Second Owner,23.08 kmpl,1461 CC,63.12 bhp,5.0,Renault,Pulse,RxL,Comprehensive
2009,240000,70000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire VDi,Third Party
2014,700000,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX,Comprehensive
2014,470000,70000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI BSIV,Third Party
2016,800000,80000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,Active 1.4 SX Dual Tone,Comprehensive
2012,450000,90000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,5.0,Renault,Duster,110PS Diesel RxZ,Comprehensive
2007,90000,90000,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,5.0,Tata,Indica,V2 DLE BSII,Third Party
2010,450000,120000,Diesel,Individual,Manual,Second Owner,21.43 kmpl,1364 CC,87.2 bhp,5.0,Toyota,Corolla,Altis Diesel D4DG,Comprehensive
2017,1465000,62000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,7.0,Toyota,Innova,Crysta 2.8 GX AT BSIV,Third Party
2016,925000,79000,Diesel,Dealer,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Creta,1.6 CRDi SX Plus,Comprehensive
2016,1385000,60000,Diesel,Dealer,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,7.0,Toyota,Innova,Crysta 2.4 GX MT BSIV,Comprehensive
2015,2000000,20000,Diesel,Individual,Manual,First Owner,12.55 kmpl,2982 CC,168.5 bhp,7.0,Toyota,Fortuner,4x4 MT,Third Party
2004,80000,248200,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1405 CC,70 bhp,5.0,Tata,Indigo,LS,Comprehensive
2007,300000,110000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,7.0,Mahindra,Scorpio,SLX 2.6 Turbo 8 Str,Third Party
2009,360000,100000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire VDi,Comprehensive
2010,320000,70000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,5.0,Hyundai,Verna,Transform CRDi VGT SX ABS,Comprehensive
1994,99000,100000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1995 CC,52 bhp,5.0,Ambassador,Classic,2000 DSZ AC PS,Third Party
2016,780000,50000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0,Maruti,Ertiga,SHVS ZDI,Comprehensive
2013,620000,139000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Third Party
2006,100000,120000,Petrol,Individual,Manual,Third Owner,13.1 kmpl,1781 CC,149.5 bhp,5.0,Skoda,Octavia,RS 1.8 Turbo Petrol MT,Comprehensive
2014,210000,35000,Petrol,Individual,Manual,Second Owner,16.7 kmpl,1172 CC,64.1 bhp,5.0,Tata,Indica,Vista Safire GLX,Comprehensive
2019,786000,7720,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,71 bhp,7.0,Renault,Triber,RXZ,Third Party
2014,1000000,50000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 AWD,Comprehensive
2002,120000,60000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,5.0,Maruti,Zen,D,Third Party
2016,750000,100000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1461 CC,64.1 bhp,5.0,Mahindra,Verito,Vibe 1.5 dCi D6,Comprehensive
2016,550000,57882,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,Magna 1.2,Comprehensive
2018,875000,142000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,5.0,Tata,Safari,Storme LX,Third Party
2018,890000,140000,Diesel,Individual,Manual,Third Owner,14.1 kmpl,2179 CC,147.94 bhp,5.0,Tata,Safari,Storme LX,Comprehensive
2015,550000,30000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX,Third Party
2018,400000,10000,Petrol,Individual,Manual,First Owner,19.83 kmpl,1198 CC,67 bhp,5.0,Datsun,GO,T Petrol,Comprehensive
2015,290000,30000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,5.0,Maruti,Celerio,VXI,Comprehensive
2012,150000,90000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,5.0,Tata,Indigo,CS LS (TDI) BS III,Third Party
2015,300000,35000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,7.0,Maruti,Eeco,7 Seater Standard BSIV,Comprehensive
2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5.0,Hyundai,Santro,Magna BSIV,Third Party
2013,250000,50000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.8 bhp,5.0,Tata,Manza,Club Class Quadrajet90 LS,Comprehensive
2013,220000,80000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,5.0,Tata,Indigo,eCS LX BSIV,Comprehensive
2009,650000,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,7.0,Toyota,Innova,2.5 GX 7 STR,Third Party
2018,5500000,22000,Diesel,Individual,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,4.0,BMW,6,Series GT 630d Luxury Line,Comprehensive
2017,875000,30000,Diesel,Dealer,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0,Maruti,Swift,Dzire AMT ZDI Plus,Third Party
2019,785000,9000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,Asta Option 1.2,Comprehensive
2017,819999,30000,Petrol,Dealer,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5.0,Honda,WR-V,i-VTEC VX,Comprehensive
2016,2950000,60000,Diesel,Dealer,Automatic,First Owner,21.76 kmpl,1995 CC,188 bhp,5.0,BMW,3,Series GT Luxury Line,Third Party
2016,1925000,27000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.51 bhp,7.0,Toyota,Innova,Crysta 2.4 ZX MT,Comprehensive
2017,885000,39000,Diesel,Dealer,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,5.0,Honda,WR-V,i-DTEC VX,Third Party
2015,680000,64000,Petrol,Dealer,Automatic,First Owner,16.05 kmpl,1499 CC,110.4 bhp,5.0,Ford,EcoSport,1.5 Ti VCT AT Titanium BE BSIV,Comprehensive
2017,960000,42000,Diesel,Dealer,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,Comprehensive
2012,385000,45000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,5.0,Honda,Brio,1.2 VX MT,Third Party
2019,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67 bhp,5.0,Tata,Harrier,XZ,Comprehensive
2018,890000,55000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 mHAWK100 T8,Third Party
2015,1275000,64000,Diesel,Dealer,Automatic,First Owner,11.4 kmpl,2953 CC,153.86 bhp,7.0,Ford,Endeavour,3.0L 4X4 AT,Comprehensive
2018,6000000,27000,Diesel,Dealer,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,4.0,BMW,6,Series GT 630d Luxury Line,Comprehensive
2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,20.28 kmpl,1462 CC,103.25 bhp,5.0,Maruti,Ciaz,Delta Automatic BSIV,Third Party
2016,675000,69000,Petrol,Dealer,Automatic,First Owner,17.2 kmpl,1197 CC,103.6 bhp,5.0,Volkswagen,Polo,GT TSI,Comprehensive
2017,700000,80000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,Dzire ZXI Plus BS IV,Third Party
2016,780000,60000,Diesel,Dealer,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0,Ford,EcoSport,1.5 TDCi Titanium Plus BSIV,Comprehensive
2017,1050000,70000,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX CRDi (O),Comprehensive
2015,2700000,105000,Diesel,Dealer,Automatic,Second Owner,13.22 kmpl,2967 CC,241.4 bhp,5.0,Audi,Q5,45 TDI quattro Technology,Third Party
2016,400000,100000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,5.0,Tata,Bolt,Quadrajet XE,Comprehensive
2011,400000,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,9.0,Mahindra,Bolero,2011-2019 Plus Non AC,Third Party
2009,85000,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LX BSIII,Comprehensive
2018,1300000,35000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0,Tata,Hexa,XM,Comprehensive
2018,819999,11500,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 mHAWK100 T8,Third Party
2015,620000,40000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T6 Plus AMT,Comprehensive
2018,260000,50000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5.0,Renault,KWID,1.0 RXL,Third Party
2015,484999,55380,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Asta,Comprehensive
2015,2500000,13500,Diesel,Dealer,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,5.0,Jaguar,XF,Diesel,Comprehensive
2017,650000,18816,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5.0,Volkswagen,Ameo,1.2 MPI Highline Plus 16,Third Party
2017,1748999,33019,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7.0,Toyota,Innova,Crysta 2.4 ZX MT BSIV,Comprehensive
2017,925000,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 CC,116.3 bhp,5.0,Honda,City,V AT,Third Party
2017,810000,47747,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,S 1.3,Comprehensive
2013,910000,70000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,8.0,Toyota,Innova,2.5 G (Diesel) 8 Seater,Comprehensive
2016,300000,60000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1405 CC,48.21 bhp,5.0,Tata,Indica,V2 DLX BSIII,Third Party
2004,120000,80000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXi - BS III,Comprehensive
2015,490000,45900,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,Era 1.2,Third Party
2013,425000,70000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0,Honda,Amaze,S i-Dtech,Comprehensive
2011,155000,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2013,490000,90000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,8.0,Mahindra,Scorpio,SLE BSIV,Third Party
2010,132000,105000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi BSIII,Comprehensive
2018,750000,30000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,5.0,Hyundai,Elite,i20 Diesel Sportz,Third Party
2011,225000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R VXI BS IV with ABS,Comprehensive
2011,240000,80000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Sportz,Comprehensive
2004,33351,90000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R VXI,Third Party
2010,80000,80000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,5.0,Chevrolet,Spark,1.0,Comprehensive
2004,40000,120000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,Std,Third Party
2019,1100000,50000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1498 CC,98.6 bhp,7.0,Honda,BRV,i-DTEC V MT,Comprehensive
2016,380000,80000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,5.0,Hyundai,Xcent,1.1 CRDi S,Comprehensive
2011,300000,120000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0,Tata,New,Safari DICOR 2.2 EX 4x2,Third Party
2014,240000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI Anniversary Edition,Comprehensive
2011,325000,70000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Third Party
2016,400000,130000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6.0,Mahindra,KUV,100 mFALCON D75 K6,Comprehensive
2017,800000,50000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,8.0,Renault,Lodgy,Stepway 85PS RXZ 8S,Comprehensive
2018,950000,80000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0,Ford,EcoSport,1.5 Diesel Titanium BSIV,Third Party
2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Comprehensive
2017,530000,59000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,5.0,Mahindra,KUV,100 mFALCON G80 K8 5str AW,Third Party
2013,350000,100000,Diesel,Individual,Manual,Third Owner,18.2 kmpl,1248 CC,73.8 bhp,7.0,Chevrolet,Enjoy,TCDi LTZ 7 Seater,Comprehensive
2008,168000,50000,Petrol,Individual,Automatic,First Owner,11.0 kmpl,2359 CC,165 bhp,5.0,Hyundai,Sonata,2.4L AT,Comprehensive
2016,240000,45000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,5.0,Renault,KWID,RXT,Third Party
2010,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire VDi,Comprehensive
2008,110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1061 CC,67 bhp,5.0,Maruti,Wagon,R LXI Minor,Third Party
2016,850000,100000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi Plus,Comprehensive
2018,2064000,24000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,8.0,Toyota,Innova,Crysta 2.4 VX MT 8S BSIV,Comprehensive
2018,950000,25000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5.0,Maruti,S-Cross,2017-2020 Delta DDiS 200 SH,Third Party
2013,200000,68697,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Magna Plus,Comprehensive
2017,660000,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI Optional,Third Party
2013,420000,40000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0,Honda,Amaze,VX i-DTEC,Comprehensive
2010,150000,29000,Petrol,Individual,Manual,First Owner,16.5 kmpl,1172 CC,65 bhp,5.0,Tata,Indica,Vista Aura 1.2 Safire (ABS) 90hp BS IV,Comprehensive
2013,175000,68000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,5.0,Chevrolet,Beat,Diesel LS,Third Party
2018,750000,15000,Petrol,Individual,Automatic,First Owner,18.1 kmpl,1199 CC,88.7 bhp,5.0,Honda,Amaze,S CVT i-VTEC,Comprehensive
2014,425000,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0,Maruti,Ritz,VDi,Third Party
2015,790000,126000,Diesel,Individual,Manual,Third Owner,21.43 kmpl,1364 CC,87.2 bhp,5.0,Toyota,Corolla,Altis D-4D G,Comprehensive
2011,830000,300000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,7.0,Toyota,Innova,2.5 V Diesel 7-seater,Comprehensive
2015,650000,94000,Diesel,Individual,Manual,Second Owner,24.5 kmpl,1498 CC,98.6 bhp,7.0,Honda,Mobilio,RS i DTEC,Third Party
2015,780000,129000,Diesel,Individual,Manual,Third Owner,21.43 kmpl,1364 CC,87.2 bhp,5.0,Toyota,Corolla,Altis D-4D J,Comprehensive
2010,180000,55000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0,Hyundai,i10,Magna 1.1L,Third Party
